id,Exited
165034,0.027450102524736047
165035,0.8299877495355729
165036,0.021291264243451444
165037,0.21379401644105853
165038,0.35298598044430074
165039,0.07221423537011815
165040,0.03861828282307848
165041,0.09777535063433118
165042,0.5210730334588506
165043,0.0086758915905805
165044,0.11612076085121574
165045,0.024296101297887746
165046,0.011080237136768789
165047,0.1849216231336932
165048,0.651064128257025
165049,0.036573824498758574
165050,0.12237932513685557
165051,0.42338377401591964
165052,0.025713156075877243
165053,0.0696204142829717
165054,0.017216271597610838
165055,0.0914516144994502
165056,0.2767283049027287
165057,0.006612856656344219
165058,0.45225807566416776
165059,0.1362216800351609
165060,0.9684258515753427
165061,0.6073399877961098
165062,0.21738240248766177
165063,0.528777671888619
165064,0.025345173400031593
165065,0.03434963844131228
165066,0.13388093946355978
165067,0.1744642745600269
165068,0.022635810251176097
165069,0.006591750406094083
165070,0.8110668786517775
165071,0.01988244501852841
165072,0.09582842937263183
165073,0.890565335892966
165074,0.5717682219867269
165075,0.15258642555679686
165076,0.13706050560625563
165077,0.0070727135150753205
165078,0.2900853402207371
165079,0.16359881149518765
165080,0.008530250809016692
165081,0.04186570375801263
165082,0.005551775171454463
165083,0.512099063758495
165084,0.04141045538481053
165085,0.00559691288480919
165086,0.0131327923802281
165087,0.5626175597073412
165088,0.021301180710785402
165089,0.1195596893453683
165090,0.11379042448295791
165091,0.018182297447777163
165092,0.022331751253806962
165093,0.12316732245507359
165094,0.018371551598516618
165095,0.0671058370379824
165096,0.2729078131998263
165097,0.16341358802354852
165098,0.025459485966233222
165099,0.00934008841902287
165100,0.9085307470843996
165101,0.08451653968550309
165102,0.06997155393596416
165103,0.01631985342138925
165104,0.11914862137355577
165105,0.5325373548076034
165106,0.34332443046524985
165107,0.06740586078876701
165108,0.020009094775892064
165109,0.3076211164262098
165110,0.1025481674834502
165111,0.040282359429301286
165112,0.07730816364092877
165113,0.020266200366788095
165114,0.015576585763045334
165115,0.0196365166270444
165116,0.37852759006967784
165117,0.030348218792217854
165118,0.3590695886050494
165119,0.10214723413024479
165120,0.07756624668429318
165121,0.34610416566645696
165122,0.20166179016765076
165123,0.07085482388553625
165124,0.25866083469078793
165125,0.03291679454842373
165126,0.04677597636845759
165127,0.012617083841763854
165128,0.01456829881473347
165129,0.017120612012519385
165130,0.9567590638984347
165131,0.01459782329268349
165132,0.30954724144240975
165133,0.11179846784317028
165134,0.009617805516675031
165135,0.05029805754229523
165136,0.004996761793827883
165137,0.4356445184868578
165138,0.6723520610414879
165139,0.6486710889356101
165140,0.14418709159589713
165141,0.023121996218918098
165142,0.004637891416288065
165143,0.09521683833816887
165144,0.22848619281794938
165145,0.4391910734051729
165146,0.21702316476939543
165147,0.04776749469094395
165148,0.07317569522957623
165149,0.037501784452814185
165150,0.012917667815433876
165151,0.7314902454938819
165152,0.5377661116869432
165153,0.04968223883776258
165154,0.014021532219123922
165155,0.027938752977496692
165156,0.007552096792949067
165157,0.027985657690745604
165158,0.4225613293200751
165159,0.12651224154145804
165160,0.043192404526097156
165161,0.01566982199789356
165162,0.784836259306303
165163,0.018083934679985984
165164,0.014597700685761442
165165,0.10120785260436352
165166,0.9487881497688841
165167,0.047350404598439796
165168,0.03979625941398165
165169,0.09760081050551409
165170,0.13081227367089243
165171,0.06609738418455487
165172,0.5657428927225668
165173,0.1328890837190136
165174,0.01881091086576561
165175,0.07397974174273318
165176,0.016673960657581987
165177,0.042965930308632494
165178,0.5450039809377184
165179,0.7397087108707688
165180,0.02408611797413429
165181,0.7271386989470279
165182,0.22937776458369255
165183,0.025967025009749727
165184,0.038001375223406214
165185,0.03290730826266929
165186,0.009462236678773144
165187,0.9678567297779308
165188,0.9630746709370726
165189,0.013660841323614455
165190,0.017333990125684012
165191,0.12345410482088796
165192,0.14361847148827692
165193,0.1416563374576745
165194,0.27249813429867853
165195,0.10932290898255366
165196,0.32116830221147064
165197,0.782619500453607
165198,0.6403238007425804
165199,0.07282719737222967
165200,0.3420362460894966
165201,0.6733249808759768
165202,0.7056993212467426
165203,0.7357327580122811
165204,0.7263694335823692
165205,0.01550003676193186
165206,0.09867439748053547
165207,0.03483798333691272
165208,0.01296841403598879
165209,0.19794092260166438
165210,0.43629912084204686
165211,0.9504767863234777
165212,0.03903987308970446
165213,0.02596312537584527
165214,0.9027719011052108
165215,0.37931238701775727
165216,0.04182690791370349
165217,0.0036509312873383806
165218,0.013064404749591864
165219,0.8896888579343749
165220,0.33238805171768226
165221,0.06521437123729154
165222,0.2515068116533757
165223,0.09498615348129356
165224,0.055202885698535764
165225,0.9123112814805269
165226,0.8575267233091346
165227,0.13863876561484267
165228,0.15356183451633817
165229,0.2892378955182837
165230,0.888774345129366
165231,0.018617515070903996
165232,0.0046837472386015095
165233,0.037735855376071874
165234,0.12080364529816054
165235,0.011469859259279768
165236,0.5508753581079043
165237,0.01179018437442909
165238,0.15138511066741286
165239,0.02336607756398564
165240,0.009232042689444234
165241,0.009266825038844576
165242,0.21955118495045897
165243,0.024031918473968978
165244,0.5328483937414747
165245,0.004274316113861653
165246,0.0532065403165709
165247,0.016757335698559153
165248,0.048755135041706615
165249,0.2610322870608609
165250,0.009866490460821041
165251,0.00802527994887023
165252,0.2272706167965023
165253,0.3125616718455369
165254,0.009559766422263213
165255,0.12128004194571182
165256,0.21929768886325285
165257,0.048265057650909604
165258,0.8110266208762988
165259,0.3902623889882416
165260,0.6103223289869131
165261,0.9004718148454012
165262,0.43239232566744035
165263,0.009659437832425389
165264,0.05526957983095431
165265,0.028604021649982433
165266,0.008973173242802652
165267,0.38898508059960274
165268,0.1702404032116447
165269,0.61480481686836
165270,0.30769927396501234
165271,0.023753972346855605
165272,0.9665359493827651
165273,0.04870473598015218
165274,0.07734898362239116
165275,0.13386847577679684
165276,0.1319978119344521
165277,0.18565551588925389
165278,0.9408141208068675
165279,0.11669622847897497
165280,0.021727103176175357
165281,0.009444205853357337
165282,0.1626801461069075
165283,0.005768574000296486
165284,0.3150633739913192
165285,0.11153781986213346
165286,0.09128970890254853
165287,0.014457280148342097
165288,0.027713728544477102
165289,0.0762729088639636
165290,0.020246731226185047
165291,0.009485561119018965
165292,0.092080057613626
165293,0.5597116705310161
165294,0.006417293916264295
165295,0.16411477458527393
165296,0.048511794511224796
165297,0.026616770562913
165298,0.020770668618370958
165299,0.053189178226589945
165300,0.5205387229991776
165301,0.07095911827324179
165302,0.3844327129331751
165303,0.0568338754335988
165304,0.012601864672984447
165305,0.004750100777905028
165306,0.026805104991314912
165307,0.10611349692116388
165308,0.029881688162499916
165309,0.1345245073444327
165310,0.11765230655284253
165311,0.08635857162859739
165312,0.8512736141623812
165313,0.01659304053023703
165314,0.03365550944518319
165315,0.1675834452167694
165316,0.1808182777726746
165317,0.005711439764640489
165318,0.766047136166151
165319,0.14196379409607904
165320,0.03442700882567952
165321,0.12134778495084712
165322,0.08644692745458732
165323,0.05015537239165957
165324,0.13832210749351936
165325,0.22120559714959573
165326,0.4840349351991301
165327,0.12561467735007018
165328,0.08424128418917166
165329,0.014519358485663665
165330,0.03832443714443361
165331,0.062424679459133665
165332,0.7635567999852992
165333,0.021074396785414624
165334,0.004612091907672568
165335,0.015262915189796325
165336,0.16894643850973035
165337,0.18652891709591643
165338,0.35725948209958497
165339,0.1534093405076505
165340,0.09331212165475555
165341,0.03435479839987961
165342,0.015747983061400666
165343,0.0041326489062259286
165344,0.10764464177207927
165345,0.05906839801181665
165346,0.9475727712710191
165347,0.307165312090486
165348,0.051761570539465646
165349,0.05709657061518594
165350,0.004462198428688532
165351,0.180097396470967
165352,0.024064630455643485
165353,0.012932129431138622
165354,0.09530262035149284
165355,0.12489158351172784
165356,0.017945517979229553
165357,0.04413170283195683
165358,0.08608326470643886
165359,0.026010355950865496
165360,0.7989949436761367
165361,0.0434072047861503
165362,0.18475022632608615
165363,0.12339149843228422
165364,0.015215638757856514
165365,0.8805220344741435
165366,0.005729118925174249
165367,0.23274580724957428
165368,0.1918561179783609
165369,0.5573126323274372
165370,0.19096473340466674
165371,0.007403075935745016
165372,0.05175493866043798
165373,0.015606161415163126
165374,0.6734099091983787
165375,0.029516656806546027
165376,0.008676084735057548
165377,0.0049693713815826095
165378,0.13032921008698503
165379,0.03423010660073552
165380,0.14034671905936955
165381,0.07320193097452124
165382,0.006557016935405706
165383,0.010768148377812202
165384,0.02903780031687725
165385,0.11629256189539339
165386,0.8495418566133227
165387,0.011800115434881986
165388,0.22310884094248729
165389,0.09674392457425576
165390,0.6553882634623663
165391,0.006721608812199726
165392,0.03878199767451707
165393,0.08406392948954161
165394,0.10042530219570694
165395,0.009536410310298653
165396,0.016718542188059304
165397,0.02454956949051538
165398,0.5095494059294422
165399,0.0425457142634199
165400,0.05135155196714132
165401,0.053499952574471724
165402,0.43281155631188656
165403,0.03309606656410333
165404,0.06140071380031151
165405,0.17893361942866362
165406,0.06767432266578065
165407,0.04428712734925931
165408,0.3570919121129724
165409,0.004670612962094206
165410,0.014829473583785566
165411,0.03661905194600781
165412,0.03232205497833861
165413,0.006187806348698799
165414,0.056211255426587364
165415,0.0721777202420581
165416,0.8565021313008417
165417,0.012469280777768064
165418,0.011001977918254595
165419,0.688868131585257
165420,0.021448561456851794
165421,0.6601542253012672
165422,0.016082150695940427
165423,0.011289799469328479
165424,0.01473856944510027
165425,0.6045575596431412
165426,0.059840129091514045
165427,0.09545996244030952
165428,0.32732468213477156
165429,0.5761045743748768
165430,0.03798242604458103
165431,0.053494550689708965
165432,0.36621447635493903
165433,0.949669032364579
165434,0.8599429613344823
165435,0.14306976426909185
165436,0.26775935695601855
165437,0.003253326357122484
165438,0.02227692733964452
165439,0.12241029803146936
165440,0.7070039474293474
165441,0.6582308749483687
165442,0.02951168005405787
165443,0.012386063060642593
165444,0.04543446346583355
165445,0.20223721101693415
165446,0.11174724498839131
165447,0.009557348519803088
165448,0.21707008590200352
165449,0.003157038431504981
165450,0.008233205405277402
165451,0.008033555448841006
165452,0.5394188687521115
165453,0.031883460774136674
165454,0.46939595915368104
165455,0.046108191297916094
165456,0.5077238260709223
165457,0.7221370472782483
165458,0.0072130068393763645
165459,0.05718453213208901
165460,0.035745785387522704
165461,0.022388037397833713
165462,0.05963417302029147
165463,0.06248476213551315
165464,0.0724175950666766
165465,0.8910794950178526
165466,0.006391321343758998
165467,0.06026434871041329
165468,0.13329794718533378
165469,0.08161800177628586
165470,0.09317262872446669
165471,0.28800416636982934
165472,0.006247937709341607
165473,0.03959898038069712
165474,0.3381913957856734
165475,0.14769519953389962
165476,0.3064550336440708
165477,0.096986829802006
165478,0.18964932732753145
165479,0.19771787898668222
165480,0.022728284052925492
165481,0.764847695214463
165482,0.006962553663798183
165483,0.15606984007816543
165484,0.027854367864233873
165485,0.3132118032151362
165486,0.10498062166045963
