id,fake,real
TEST_00000,0.9944218993186951,0.005529466550797224
TEST_00001,0.9809787273406982,0.018808633089065552
TEST_00002,0.9812275171279907,0.018559284508228302
TEST_00003,0.00011451700993347913,0.9998874664306641
TEST_00004,8.94746506219235e-07,0.9999991655349731
TEST_00005,9.581988251738949e-07,0.9999990463256836
TEST_00006,0.00042897669482044876,0.9995461106300354
TEST_00007,2.255757536318015e-08,1.0
TEST_00008,6.571009180333931e-06,0.9999936819076538
TEST_00009,0.09363914281129837,0.9053511619567871
TEST_00010,0.9989307522773743,0.0010641355765983462
TEST_00011,0.8643800616264343,0.12971951067447662
TEST_00012,0.0005619089351966977,0.9994577765464783
TEST_00013,2.1163763449294493e-05,0.9999784231185913
TEST_00014,0.9977684020996094,0.0021851821802556515
TEST_00015,3.1020890673971735e-06,0.9999970197677612
TEST_00016,9.57403244683519e-07,0.9999990463256836
TEST_00017,0.05363624915480614,0.945438027381897
TEST_00018,5.658167712141449e-09,1.0
TEST_00019,0.21349582076072693,0.7821817994117737
TEST_00020,3.118422000625287e-07,0.9999996423721313
TEST_00021,8.06340494818869e-07,0.9999991655349731
TEST_00022,0.006839267909526825,0.9931613206863403
TEST_00023,0.9843751788139343,0.015624158084392548
TEST_00024,0.27793848514556885,0.7141155004501343
TEST_00025,0.9964220523834229,0.0035256824921816587
TEST_00026,0.35498031973838806,0.6420376896858215
TEST_00027,0.007586279418319464,0.992154061794281
TEST_00028,0.9888802766799927,0.010956496931612492
TEST_00029,0.9999827146530151,1.7473737898399122e-05
TEST_00030,0.0005584624013863504,0.9994325041770935
TEST_00031,5.580919605563395e-06,0.9999948740005493
TEST_00032,0.06393621116876602,0.9333786368370056
TEST_00033,3.59702490015934e-08,1.0
TEST_00034,1.762876308930572e-05,0.9999822378158569
TEST_00035,0.7205665707588196,0.2742159366607666
TEST_00036,0.004064673092216253,0.9957751631736755
TEST_00037,0.00012074907863279805,0.9998729228973389
TEST_00038,0.006994323339313269,0.9927788376808167
TEST_00039,0.9987097978591919,0.0013032505521550775
TEST_00040,0.015455003827810287,0.9838832020759583
TEST_00041,3.051335539794309e-08,1.0
TEST_00042,0.0030586221255362034,0.9968446493148804
TEST_00043,1.4693260652620665e-07,0.9999998807907104
TEST_00044,0.012464823201298714,0.9872510433197021
TEST_00045,0.9131766557693481,0.08540037274360657
TEST_00046,0.7241947054862976,0.2745033800601959
TEST_00047,0.00032783515052869916,0.9997031092643738
TEST_00048,1.1738700777641498e-05,0.9999884366989136
TEST_00049,1.2924200826300997e-13,1.0
TEST_00050,0.970460832118988,0.029060790315270424
TEST_00051,6.45909096874675e-07,0.9999994039535522
TEST_00052,0.033220820128917694,0.9667876958847046
TEST_00053,0.9926080703735352,0.007332511246204376
TEST_00054,0.36119967699050903,0.6318438053131104
TEST_00055,5.392930324887857e-05,0.9999436140060425
TEST_00056,0.055907219648361206,0.9424882531166077
TEST_00057,1.653305936599736e-08,1.0
TEST_00058,0.22516445815563202,0.7702728509902954
TEST_00059,0.13491354882717133,0.8663485050201416
TEST_00060,1.1737628113905885e-07,0.9999998807907104
TEST_00061,1.0381764923295123e-06,0.9999990463256836
TEST_00062,0.45099368691444397,0.5423339009284973
TEST_00063,0.06103614717721939,0.9387416839599609
TEST_00064,1.1242681807743793e-07,0.9999998807907104
TEST_00065,9.542737825540826e-05,0.9999037981033325
TEST_00066,6.946094345039455e-06,0.9999932050704956
TEST_00067,0.9516997337341309,0.048520527780056
TEST_00068,0.2703395187854767,0.7306268215179443
TEST_00069,0.3157588839530945,0.6762981414794922
TEST_00070,0.1086733490228653,0.889175534248352
TEST_00071,0.08909617364406586,0.90809565782547
TEST_00072,0.7641403079032898,0.23673205077648163
TEST_00073,4.6303815906867385e-05,0.9999556541442871
TEST_00074,0.9839308857917786,0.01580912247300148
TEST_00075,1.4178108687090685e-10,1.0
TEST_00076,0.9988622665405273,0.0011440837988629937
TEST_00077,0.09998402744531631,0.8986427187919617
TEST_00078,0.007004528306424618,0.9933813810348511
TEST_00079,0.9208760261535645,0.07689707726240158
TEST_00080,0.24593272805213928,0.7499469518661499
TEST_00081,0.777738630771637,0.21715295314788818
TEST_00082,7.331090046136524e-08,0.9999998807907104
TEST_00083,1.1010954814594243e-08,1.0
TEST_00084,0.873180627822876,0.12521187961101532
TEST_00085,0.0016207967419177294,0.9983493089675903
TEST_00086,0.18862150609493256,0.8054814338684082
TEST_00087,0.999566376209259,0.0004354164993856102
TEST_00088,0.0002225947828264907,0.9997794032096863
TEST_00089,3.1706480996263053e-08,1.0
TEST_00090,0.23300710320472717,0.7605673670768738
TEST_00091,4.4051295944314006e-10,1.0
TEST_00092,0.9667829871177673,0.03293503075838089
TEST_00093,2.0090617169898906e-08,1.0
TEST_00094,0.008229506202042103,0.9916207790374756
TEST_00095,0.8392065763473511,0.1575700342655182
TEST_00096,2.1582307454082184e-05,0.9999792575836182
TEST_00097,1.7951771624780122e-08,1.0
TEST_00098,0.9749903082847595,0.02405075542628765
TEST_00099,0.003235200420022011,0.9965936541557312
TEST_00100,0.9836440682411194,0.016017502173781395
TEST_00101,0.9926578402519226,0.007454770617187023
TEST_00102,9.496007987763733e-05,0.9999067783355713
TEST_00103,0.9816995859146118,0.0190970990806818
TEST_00104,0.6377728581428528,0.3558885157108307
TEST_00105,1.946216842199644e-12,1.0
TEST_00106,0.9293971061706543,0.06703896820545197
TEST_00107,0.00017186019977089018,0.9998290538787842
TEST_00108,1.6666112934160537e-10,1.0
TEST_00109,0.17091110348701477,0.8312751650810242
TEST_00110,0.0005716155865229666,0.999442994594574
TEST_00111,0.4846295416355133,0.5060620307922363
TEST_00112,0.6183450222015381,0.3724546432495117
TEST_00113,0.010875257663428783,0.9887257218360901
TEST_00114,0.6667596101760864,0.32731929421424866
TEST_00115,0.011998072266578674,0.9877332448959351
TEST_00116,4.699956868137178e-09,1.0
TEST_00117,0.9999090433120728,9.257689816877246e-05
TEST_00118,0.8424183130264282,0.156202495098114
TEST_00119,0.008250431157648563,0.9916555881500244
TEST_00120,0.11079906672239304,0.8891504406929016
TEST_00121,0.8944802284240723,0.1042882576584816
TEST_00122,9.364325137539709e-07,0.9999990463256836
TEST_00123,0.993686854839325,0.006294082384556532
TEST_00124,3.6545817483357723e-09,1.0
TEST_00125,0.9975669384002686,0.0024255833122879267
TEST_00126,2.1740272131864913e-05,0.9999792575836182
TEST_00127,0.9951906204223633,0.0047624423168599606
TEST_00128,0.9778029918670654,0.02320510521531105
TEST_00129,3.4871086995735823e-07,0.9999996423721313
TEST_00130,0.9625416398048401,0.03725244104862213
TEST_00131,2.7956907899806538e-09,1.0
TEST_00132,1.036818408906015e-09,1.0
TEST_00133,0.0009122468181885779,0.9990707039833069
TEST_00134,1.9323447304486763e-06,0.9999982118606567
TEST_00135,0.03295978158712387,0.9664221405982971
TEST_00136,0.7248507738113403,0.26270243525505066
TEST_00137,0.0038220484275370836,0.9962106943130493
TEST_00138,0.030340097844600677,0.9693454504013062
TEST_00139,0.007859721779823303,0.9923713207244873
TEST_00140,0.8943117260932922,0.10282951593399048
TEST_00141,4.090400462786192e-09,1.0
TEST_00142,1.4960607586544938e-05,0.9999843835830688
TEST_00143,0.8905557990074158,0.10574335604906082
TEST_00144,0.001267150859348476,0.9986733198165894
TEST_00145,0.020731789991259575,0.9780235886573792
TEST_00146,4.4381190491549205e-06,0.9999955892562866
TEST_00147,0.0006744732963852584,0.9993252754211426
TEST_00148,0.8703207969665527,0.12603463232517242
TEST_00149,0.0010961827356368303,0.9989308714866638
TEST_00150,0.0314372219145298,0.9683769345283508
TEST_00151,0.5788767337799072,0.4128493070602417
TEST_00152,1.982156936719548e-05,0.9999804496765137
TEST_00153,0.5551267266273499,0.43217793107032776
TEST_00154,0.9554462432861328,0.04256568104028702
TEST_00155,0.0002928438480012119,0.9996905326843262
TEST_00156,0.9997361302375793,0.00026360497577115893
TEST_00157,0.00016357524145860225,0.9998424053192139
TEST_00158,0.6802179217338562,0.3127376437187195
TEST_00159,7.536490011261776e-05,0.9999270439147949
TEST_00160,0.00012561965559143573,0.9998766183853149
TEST_00161,3.52214868826195e-07,0.9999996423721313
TEST_00162,0.0002283616195200011,0.999784529209137
TEST_00163,2.7076040964857384e-07,0.9999997615814209
TEST_00164,0.5696715116500854,0.42219313979148865
TEST_00165,0.8942915201187134,0.10353101789951324
TEST_00166,0.9989521503448486,0.0010584549745544791
TEST_00167,0.0009438844863325357,0.9990314245223999
TEST_00168,0.004583676811307669,0.9955838322639465
TEST_00169,0.010949543677270412,0.9891157746315002
TEST_00170,7.238365451727596e-14,1.0
TEST_00171,0.9922977089881897,0.007581083104014397
TEST_00172,0.2926954925060272,0.6894210577011108
TEST_00173,0.9972683191299438,0.00271421717479825
TEST_00174,0.0012562141055241227,0.9986757636070251
TEST_00175,1.2879500843610003e-07,0.9999998807907104
TEST_00176,0.9999996423721313,3.5884602311853087e-07
TEST_00177,3.522893621266121e-08,1.0
TEST_00178,0.9954610466957092,0.004541047848761082
TEST_00179,0.9558249115943909,0.043852824717760086
TEST_00180,0.9955958724021912,0.004332137294113636
TEST_00181,2.0360000974051218e-07,0.9999997615814209
TEST_00182,2.781577131827362e-05,0.9999725818634033
TEST_00183,0.0005259554600343108,0.999458372592926
TEST_00184,0.3355385363101959,0.6768333315849304
TEST_00185,0.00013604099513031542,0.9998654127120972
TEST_00186,0.9439519047737122,0.05415797233581543
TEST_00187,0.001391428872011602,0.9986026883125305
TEST_00188,0.012427384033799171,0.9871135950088501
TEST_00189,3.2633380442348425e-07,0.9999996423721313
TEST_00190,0.01440537627786398,0.9852238893508911
TEST_00191,0.00012244214303791523,0.9998800754547119
TEST_00192,0.9881777167320251,0.011641813442111015
TEST_00193,0.9983258843421936,0.0017881980165839195
TEST_00194,0.8174339532852173,0.18724749982357025
TEST_00195,0.28749656677246094,0.7053306698799133
TEST_00196,0.9954029321670532,0.004631320480257273
TEST_00197,0.2850116193294525,0.7117608785629272
TEST_00198,0.9867199063301086,0.013275803998112679
TEST_00199,0.00010691866191336885,0.9998973608016968
TEST_00200,0.9901843070983887,0.009678531438112259
TEST_00201,0.728845477104187,0.2853652536869049
TEST_00202,0.011203057132661343,0.9883995056152344
TEST_00203,7.86297871258057e-09,1.0
TEST_00204,0.010905264876782894,0.9891130924224854
TEST_00205,0.00012024880561511964,0.9998799562454224
TEST_00206,0.9998980760574341,0.00010560142254689708
TEST_00207,1.4271203951921052e-07,0.9999998807907104
TEST_00208,0.9611883759498596,0.03799639642238617
TEST_00209,7.711216647859898e-13,1.0
TEST_00210,0.995689332485199,0.004266192205250263
TEST_00211,6.677681767541799e-07,0.9999992847442627
TEST_00212,2.63521493515384e-09,1.0
TEST_00213,0.9999440908432007,5.663894262397662e-05
TEST_00214,0.15868256986141205,0.8389866352081299
TEST_00215,1.981184425403626e-07,0.9999997615814209
TEST_00216,0.9989238381385803,0.0010817626025527716
TEST_00217,6.577683234354481e-05,0.9999344348907471
TEST_00218,0.5177930593490601,0.47938430309295654
TEST_00219,0.42755016684532166,0.5599077343940735
TEST_00220,0.39808961749076843,0.5919738411903381
TEST_00221,4.125567798496377e-08,1.0
TEST_00222,0.03361431136727333,0.9645583629608154
TEST_00223,0.9958273768424988,0.004307399038225412
TEST_00224,0.012924924492835999,0.9869137406349182
TEST_00225,0.0005250025424174964,0.9994671940803528
TEST_00226,3.9698540272138996e-14,1.0
TEST_00227,0.0014859968796372414,0.9985136389732361
TEST_00228,2.1988553200458227e-08,1.0
TEST_00229,0.7508766055107117,0.23868833482265472
TEST_00230,0.04519529640674591,0.9547222852706909
TEST_00231,3.070155071327463e-05,0.9999693632125854
TEST_00232,0.7004235982894897,0.2948917746543884
TEST_00233,0.007701019756495953,0.9921591281890869
TEST_00234,0.007748846430331469,0.9919183850288391
TEST_00235,0.00012838150723837316,0.9998743534088135
TEST_00236,0.00030114990659058094,0.9997034668922424
TEST_00237,0.9190941452980042,0.08104602247476578
TEST_00238,0.9978645443916321,0.002110427711158991
TEST_00239,2.7179815689781783e-11,1.0
TEST_00240,0.9985887408256531,0.0014134792145341635
TEST_00241,0.019445663318037987,0.9793316125869751
TEST_00242,0.0005414567422121763,0.9994638562202454
TEST_00243,0.99997878074646,2.236901673313696e-05
TEST_00244,0.1198914647102356,0.8805875182151794
TEST_00245,0.7124871611595154,0.29037678241729736
TEST_00246,0.9887211918830872,0.01128418929874897
TEST_00247,4.376051492727129e-06,0.9999955892562866
TEST_00248,1.6612941180937923e-05,0.9999840259552002
TEST_00249,0.0004704599268734455,0.9995121955871582
TEST_00250,0.9851396679878235,0.014715451747179031
TEST_00251,9.481758489471304e-09,1.0
TEST_00252,5.7543870752851944e-06,0.9999943971633911
TEST_00253,3.743040166009903e-12,1.0
TEST_00254,0.8738895058631897,0.12084801495075226
TEST_00255,4.1134988748581236e-08,1.0
TEST_00256,2.0243517084850282e-08,1.0
TEST_00257,1.3930651299176589e-08,1.0
TEST_00258,4.64565937363659e-06,0.9999955892562866
TEST_00259,4.689482466346817e-06,0.9999953508377075
TEST_00260,0.9476199746131897,0.05267086997628212
TEST_00261,2.8457059670472518e-05,0.999971866607666
TEST_00262,9.02997321361454e-09,1.0
TEST_00263,7.837553717138235e-09,1.0
TEST_00264,0.8572019338607788,0.14134256541728973
TEST_00265,0.00025649115559644997,0.9997424483299255
TEST_00266,0.0014168302295729518,0.99857497215271
TEST_00267,0.003982807043939829,0.9959433674812317
TEST_00268,4.783079930348322e-05,0.9999532699584961
TEST_00269,0.015071423724293709,0.9850786924362183
TEST_00270,5.367876282358353e-13,1.0
