id,fake,real
TEST_00000,0.7140563130378723,0.3523366451263428
TEST_00001,0.5215253233909607,0.4938306212425232
TEST_00002,0.5201128721237183,0.5390292406082153
TEST_00003,0.133667454123497,0.9594548940658569
TEST_00004,0.24414871633052826,0.9937022924423218
TEST_00005,0.008636567741632462,0.9994218349456787
TEST_00006,0.6933854818344116,0.29738715291023254
TEST_00007,0.19312912225723267,0.9949173927307129
TEST_00008,0.9993670582771301,0.00477004237473011
TEST_00009,0.42614030838012695,0.6237272620201111
TEST_00010,0.12146909534931183,0.9243102073669434
TEST_00011,0.2220529019832611,0.7988013029098511
TEST_00012,0.1056901216506958,0.9835239052772522
TEST_00013,0.5380949974060059,0.8488432168960571
TEST_00014,0.6109820008277893,0.34813836216926575
TEST_00015,0.9871158003807068,0.2528022825717926
TEST_00016,0.28256264328956604,0.9422105550765991
TEST_00017,0.21573351323604584,0.8012855052947998
TEST_00018,0.13635392487049103,0.9923005104064941
TEST_00019,0.7547266483306885,0.2842322885990143
TEST_00020,0.04797257110476494,0.9984400868415833
TEST_00021,0.9987879395484924,0.03524012491106987
TEST_00022,0.6830313801765442,0.33944037556648254
TEST_00023,0.1161828488111496,0.9234634637832642
TEST_00024,0.9826169610023499,0.0492316298186779
TEST_00025,0.8345636129379272,0.1520182192325592
TEST_00026,0.9598525166511536,0.11586124449968338
TEST_00027,0.3787441849708557,0.9174075722694397
TEST_00028,0.23731729388237,0.8015339374542236
TEST_00029,0.414581298828125,0.659011721611023
TEST_00030,0.9973620772361755,0.06104171276092529
TEST_00031,0.14689402282238007,0.9982154369354248
TEST_00032,0.5034522414207458,0.5265280604362488
TEST_00033,0.96665358543396,0.2007170170545578
TEST_00034,0.9998078942298889,0.005829124245792627
TEST_00035,0.9946584105491638,0.010202277451753616
TEST_00036,0.9992173910140991,0.001828466891311109
TEST_00037,0.8891186714172363,0.20871682465076447
TEST_00038,0.9415846467018127,0.06226472184062004
TEST_00039,0.12692484259605408,0.9515848755836487
TEST_00040,0.9835505485534668,0.16900396347045898
TEST_00041,0.9297741055488586,0.8454053401947021
TEST_00042,0.8919936418533325,0.10359466820955276
TEST_00043,0.8741090893745422,0.46994349360466003
TEST_00044,0.36237940192222595,0.6634113192558289
TEST_00045,0.12384844571352005,0.9618885517120361
TEST_00046,0.634662926197052,0.5024387836456299
TEST_00047,0.024465303868055344,0.9999698400497437
TEST_00048,0.797674298286438,0.8112757205963135
TEST_00049,0.017468286678195,0.9999954700469971
TEST_00050,0.6828609704971313,0.5767014622688293
TEST_00051,0.021256104111671448,0.9988104104995728
TEST_00052,0.4352179169654846,0.64915531873703
TEST_00053,0.14374221861362457,0.892184317111969
TEST_00054,0.19794775545597076,0.9193400144577026
TEST_00055,0.0010009286925196648,0.9998175501823425
TEST_00056,0.49098634719848633,0.6831936836242676
TEST_00057,0.02205747179687023,0.9994651675224304
TEST_00058,0.5900818109512329,0.391457736492157
TEST_00059,0.37282833456993103,0.5774983763694763
TEST_00060,0.03893016651272774,0.9996848106384277
TEST_00061,0.11938809603452682,0.9259904026985168
TEST_00062,0.28705480694770813,0.8537071943283081
TEST_00063,0.9971352815628052,0.040112465620040894
TEST_00064,0.9997734427452087,0.005830560810863972
TEST_00065,0.8929578065872192,0.2567763030529022
TEST_00066,0.8504765033721924,0.5271869897842407
TEST_00067,0.9875554442405701,0.02141375094652176
TEST_00068,0.0406574048101902,0.9810252785682678
TEST_00069,0.9854763150215149,0.026799971237778664
TEST_00070,0.10048308223485947,0.9474751949310303
TEST_00071,0.09290273487567902,0.9841344952583313
TEST_00072,0.7046117782592773,0.7199286222457886
TEST_00073,0.06852614134550095,0.9987943172454834
TEST_00074,0.9234662055969238,0.11080636084079742
TEST_00075,0.4929742217063904,0.8198921084403992
TEST_00076,0.947499692440033,0.04488665983080864
TEST_00077,0.9380815029144287,0.09237281233072281
TEST_00078,0.023951292037963867,0.9998677968978882
TEST_00079,0.9378782510757446,0.050384629517793655
TEST_00080,0.2401028275489807,0.818023145198822
TEST_00081,0.8522337675094604,0.12157769501209259
TEST_00082,0.7979563474655151,0.6133578419685364
TEST_00083,0.9999474287033081,0.0004621271218638867
TEST_00084,0.12958279252052307,0.8975971341133118
TEST_00085,0.11655601114034653,0.9935227632522583
TEST_00086,0.8574719429016113,0.26876047253608704
TEST_00087,0.49860522150993347,0.5082927346229553
TEST_00088,0.8895513415336609,0.5931645631790161
TEST_00089,0.9965342283248901,0.032094068825244904
TEST_00090,0.900597870349884,0.5736086964607239
TEST_00091,0.02371646836400032,0.9997319579124451
TEST_00092,0.37325912714004517,0.7250613570213318
TEST_00093,0.9999788999557495,0.00015941227320581675
TEST_00094,0.3440036177635193,0.7883573770523071
TEST_00095,0.2747400999069214,0.8246044516563416
TEST_00096,0.9597418308258057,0.27863845229148865
TEST_00097,0.011957046575844288,0.9995263814926147
TEST_00098,0.6885992884635925,0.30779391527175903
TEST_00099,0.10443434864282608,0.9968241453170776
TEST_00100,0.25276756286621094,0.7720146775245667
TEST_00101,0.8188889026641846,0.14394322037696838
TEST_00102,0.09927234798669815,0.9297177195549011
TEST_00103,0.39206117391586304,0.5765747427940369
TEST_00104,0.4337567687034607,0.8353099226951599
TEST_00105,0.03715101256966591,0.9999648332595825
TEST_00106,0.0795290619134903,0.9583598375320435
TEST_00107,0.9982129335403442,0.10379445552825928
TEST_00108,0.011593061499297619,0.9999064207077026
TEST_00109,0.3117307722568512,0.9805591702461243
TEST_00110,0.22850821912288666,0.8067442178726196
TEST_00111,0.3495195806026459,0.9378674030303955
TEST_00112,0.8936735391616821,0.34676623344421387
TEST_00113,0.9987499713897705,0.005248676519840956
TEST_00114,0.9037740230560303,0.18559812009334564
TEST_00115,0.35830071568489075,0.7974286675453186
TEST_00116,1.0,3.3409312436560867e-06
TEST_00117,0.7388980984687805,0.249864861369133
TEST_00118,0.32560911774635315,0.8305990099906921
TEST_00119,0.9584643840789795,0.174959197640419
TEST_00120,0.07161527127027512,0.9695972204208374
TEST_00121,0.4673425853252411,0.8566653728485107
TEST_00122,0.3059815764427185,0.7056145668029785
TEST_00123,0.9870681762695312,0.01292289886623621
TEST_00124,0.9971814155578613,0.08382348716259003
TEST_00125,0.523221492767334,0.6672919988632202
TEST_00126,0.3818478584289551,0.8561335802078247
TEST_00127,0.7732827663421631,0.21524828672409058
TEST_00128,0.27054232358932495,0.8764613270759583
TEST_00129,0.7851539254188538,0.803146481513977
TEST_00130,0.44975045323371887,0.7662643194198608
TEST_00131,0.038033876568078995,0.9998443126678467
TEST_00132,0.825735867023468,0.5694369673728943
